target,target
Got about 2 hours sleep.,neutral
អ្នកណាខ្លះកំពុងជួបបញ្ហាយឺតយ៉ាវជាមួយ facebook?,negative
ឡូឡា..មនុស្ស២នាក់នៅក្នុងហ្វូង..ហើយស្រែកថាម្នាក់ក្នុងចំណោមពួកគេគឺជាបេកា,neutral
ខ្ញុំ​ពិត​ជា​ត្រូវ​ការ​ប្រាក់​ដើម្បី​ឱ្យ​ខ្ញុំ​អាច​មើល​ការ​ប្រគំ​តន្ត្រី PCD,neutral
ចោរសមុទ្រក្រីក្របានដកធ្មេញប្រាជ្ញាចុងក្រោយរបស់គាត់ ហើយមើលទៅពិតជាខ្សោយណាស់។,negative
Mozzer បានលុបចោលនៅយប់នេះដោយរូបរាងរបស់វា។,positive
រង់ចាំ​អើរ៉ុន​ចូល​ក្រុង រួច​ទុក​គាត់​ទៅ​ធ្វើ​ការ។សៀវភៅ,negative
ពេលព្រឹក tweat tweat twitter,neutral
បានទៅផ្ទះ ... Charlie's នៅពេទ្យសត្វ,neutral
ខ្ញុំចង់ b maliks ពីការឡើងឆាក,neutral
នឹងចូលគេងឆាប់ៗនេះ។រីករាយថ្ងៃបុណ្យម្ដាយចំពោះអ្នកម្តាយទាំងអស់ <333 ryan តិចជាង 3 សប្តាហ៍ :],positive
ធុញ ធុញ!សូមជូនពរឱ្យខ្ញុំមានអ្វីដែលត្រូវធ្វើនៅថ្ងៃស្អែក ជាពិសេសជាមួយនឹងអាកាសធាតុដែលយើងនឹងមាន!មិនយុត្តិធម៌,negative
សូម្បីតែការបែកបាក់របស់នាងក៏នាងប្រសើរជាងទង្វើដ៏ទៃទៀតជាអកុសល!ចក្រភពអង់គ្លេសមានទេពកោសល្យតិចតួចណាស់។,negative
ហៀបនឹងទៅដើរទិញឥវ៉ាន់ លីដ,neutral
គួរឲ្យសោកស្ដាយ ខ្ញុំមិនអាចមើលគេហទំព័រនោះបានទេ ដោយសារការរឹតបន្តឹងក្នុងតំបន់,negative
ម៉ោង 20:50 ហើយខ្ញុំនៅការិយាល័យ... ហត់ណាស់ចង់ទៅផ្ទះ!,negative
Aly & AJ អាល់ប៊ុមថ្មីនៅរដូវក្តៅនេះ។យាយ!,positive
_day26 ~ Awwww រីករាយជាមួយ fam boo boo,positive
@ lovelytrinkets ខ្ញុំចូលចិត្តរបៀបដែលអ្នកនិយាយអំពីផ្លូវ Rocky,positive
កូកាកូឡាម៉ិកស៊ិកក្នុងដប។រឿងថ្មីដែលចូលចិត្ត។មិនមានសុីរ៉ូពោត fructose ខ្ពស់ .... ស្ករគឺអស្ចារ្យណាស់សាលាចាស់។,positive
ទទួល​បាន​មនុស្ស​មិន​អនុញ្ញាត​ឱ្យ​ខ្ញុំ​រំលង sci pratical becos skola គឺ​ជា​ការ​រំខាន​និង​កុំ​ខ្ជះខ្ជាយ​ប្រាក់​ឪពុក​ម្តាយ​របស់​ខ្ញុំ​។យុត្តិធម៌។,negative
ខ្ញុំមិនមានអ្វីត្រូវនិយាយទេ។,neutral
ខ្ញុំផងដែរ។,neutral
សួស្តី សួស្តី ដល់ម៉ោងធ្វើការ យើងទៅ,neutral
អរគុណសម្រាប់ការណែនាំ។http://tinyurl.com/chtx7e .,positive
" u welcome babe, kill the show! Yuuupp!",positive
ហេ Candice ។,neutral
ខ្ញុំ​មិន​ដែល​ជា​ក្មេង​ជំទង់​ដែល​មាន​ទម្រង់​លេង​ល្អ​នោះ​ទេ។,negative
ខ្ញុំស្រលាញ់ម៉ាទូរបស់ខ្ញុំ។N នាងស្រឡាញ់ខ្ញុំ។រីករាយទិវាអ្នកម្តាយ!,positive
ខ្ញុំពិតជាសោកស្តាយណាស់។,negative
ខ្ញុំចង់ទៅសិង្ហបុរី ប៉ុន្តែម្តាយរបស់ខ្ញុំហាក់ដូចជាមិន,neutral
JB នៅផ្នែកខាងមុខនៃកត្តា x!!!!!Wooh ពេលវេលាប្រលង,neutral
ដូច្នេះអ្នកនឹងមិននៅ Chicago ទេ។,neutral
ខ្ញុំមានបញ្ហាជាមួយភីហ្សា..ខ្ញុំចូលចិត្តវាខ្លាំងពេក..ខ្ញុំញៀនភីហ្សា និងចំណុចកោង Dot Dot Curve។>,positive
So tired.,negative
មានអាហារពេលព្រឹកដ៏ឆ្ងាញ់ជាមួយម៉ាក់... នំផេនខេកឆ្ងាញ់ៗ,positive
យាយ!រីករាយ,positive
ហេតុអ្វីអរគុណ... Us Mami`s are bringin` sexy back...,positive
សំណាង!អស្ចារ្យណាស់។,positive
ព្រះជាម្ចាស់អើយ សត្វដង្កូវមួយក្បាលរស់នៅក្នុងព្រីភ្លើង ****!(ជាការពិត PowerSquid របស់ខ្ញុំ។ ),negative
"I am craving Burrito Boys - Large halibut, with everything on it, no jalepenos, 1 line hot sauce. Can anybody hook me up?",neutral
អូតើពេលវេលាពិតប្រាកដមែនទេ?,neutral
ដូច្នេះឥឡូវនេះ យើងនឹងបង់ពន្ធលើការលក់កាន់តែច្រើន...សូម្បីតែអាជីវកម្មម៉ាក់ និងប៉ុប កាន់តែអាក្រក់ទៅទៀត ត្រូវតែទ្វេដងនូវអ្វីដែលពួកគេបង់ក្នុងអាជ្ញាប័ណ្ណអាជីវកម្ម។,neutral
ខ្ញុំ​ស្រឡាញ់​ខ្លាំង​ណាស់​ដែល​ខ្ញុំ​ហៅ​គាត់​ប៉ុន្តែ​គាត់​កំពុង​តែ​និយាយ​ជាមួយ​អ្នក​គាំទ្រ​ផ្សេង​ទៀត​ខ្ញុំ​ស្រឡាញ់​អ្នក​ខ្លាំង​ណាស់ Mitchel!ខ្ញុំនឹងជួបអ្នកនៅ El Cajon ។ថ្ងៃទី 7 ខែមិថុនា,positive
I misses my bed  so sleepy!,negative
វ៉ូ!ពីរ​ថ្ងៃ​ទៀត​ដល់​ការ​ប្រកួត​ដ៏​អស្ចារ្យ មួយ​ថ្ងៃ​រហូត​ដល់​យូនី​ត្រូវ​បាន​បញ្ចប់​រយៈពេល 12 ថ្ងៃ #gigs #3yp,positive
គ្មានទូរទស្សន៍ និងគ្មានអ៊ីនធឺណិត ធ្វើឱ្យ Catherine មានអ្វីម្យ៉ាង?,neutral
Anyone have some advice??? I need it!!,neutral
ទើបតែរកឃើញ mj mouse flats នៅ DJs។ពិត​ណាស់​មិន​មាន​សល់​ក្នុង​ទំហំ​របស់​ខ្ញុំ​ទេ។,negative
ខ្ញុំ​ភ័យ​ខ្លាច​ពេល​ឮ​ដំណឹង​អាក្រក់​ជាង​យប់​នេះ។,negative
ដូច្នេះ​ហើយ​ឥឡូវ​នេះ​ខ្ញុំ​មាន​អ្នក​តាម​ទាំង​អស់ ២០ នាក់ ក្នុង​នោះ ៥ នាក់​ជា​មនុស្ស​ពិត ខ្ញុំ​មិន​ដឹង​ត្រូវ​សរសេរ​អ្វី​នៅ​ទីនេះ​ទៀត​ទេ,neutral
រីករាយថ្ងៃឈប់សម្រាកធនាគារ 2 សប្តាហ៍។អេ!,positive
ខ្ញុំ​គិត​ថា​ប្រឆាំង​នឹង​ហាង​អាជ្ញាប័ណ្ណ bc វា​ត្រូវ​ចំណាយ​ពេល​ឆ្ងាយ​ពី​បទពិសោធន៍​ដែល​ពួកគេ​ចង់​ផ្តល់,neutral
_a_michael មើលទៅហាក់ដូចជាអ្នកហត់នឿយក្នុងរូបភាព។កុំធ្វើការខ្លាំងពេក។,neutral
ដូច្នេះ​ខ្ញុំ​បាន​ដេក​នៅ​ក្នុង​បន្តិច ... ល្អ​ច្រើន​។អូហូ,neutral
និយាយ​ថា​ប្លង់​ថ្មី​របស់​ខ្ញុំ​គួរ​ឱ្យ​ស្រលាញ់​ណាស់ x) ឃើញ​អ្នក​ស្រលាញ់​ទេ?ហាហាហា http://plurk.com/p/suqp6,positive
រាត្រីសួស្តី Rob ។គេងលក់ស្រួល។ស្អែកធ្វើដំណើរប្រកបដោយសុវត្ថិភាព!,positive
ខ្ញុំដឹងថាខ្ញុំបៀម។ផែនការទិន្នន័យរបស់ខ្ញុំគឺខ្សោយ។,negative
អញ្ចឹងខ្ញុំនឹងធ្វើគ្រែ បង្កើតសំលេងរំខាន និងសម្អាតសម្អាតពេញមួយថ្ងៃ។ជាមួយនឹងតន្ត្រី & ស្នាមញញឹម x,neutral
Bit of New Scientist សប្តាហ៍នេះកាលពីសប្តាហ៍មុន និង Watership Down,neutral
អូនសម្លាញ់.....,negative
ថ្ងៃច័ន្ទរបស់ខ្ញុំរត់លឿនណាស់!,neutral
លេង​នៅ​កន្លែង​លេង​សាលា​ចាស់​របស់​ខ្ញុំ​នៅ​តែ​ដដែល លើក​លែង​តែ​ពួក​គេ​ខ្វិន **** ដោះ​កង់​កង់,negative
Happy mommah's day to your mothers http://plurk.com/p/stqya,positive
_Cal Work ឬ...(ហេហេ ចិត្តក្នុងលូ)!ខ្ញុំកំពុងអង្គុយនៅទីនេះធ្វើរឿងកម្ចីសិស្សនេះ។,neutral
Lol - ខ្ញុំអាចបានសរសេរថា - ជាការល្អដែលមាន 2 ថ្ងៃច័ន្ទសប្តាហ៍នេះ បន្ទាប់មកខ្ញុំប្រហែលជាចាប់ x,positive
 you`re surrounded by them! I have no official nieces/nephews yet,neutral
មិនអាចរង់ចាំ DTE នៅ Michigan រដូវក្តៅនេះទេ អ្នកទាំងអស់គ្នាពិតជាមើលទៅអស្ចារ្យសម្រាប់ខ្ញុំនៅក្នុង NKOTB Track Jacket ផ្ទាល់ខ្លួន,positive
